,id,name,category,size,color,material,price,rating,reviews,new,exclusive,sporty
1103,647528334,Lacoste Jacket Z-5546,Jacket,S,Голубой,Хлопок,105987.0,2.56,1454.0,+,,
1107,738625440,Ellesse Handbags E-6264,Handbags,XXL,Фиолетовый,Кожа,889750.0,1.51,662687.0,+,no,no
1109,151711822,Under Armour Jacket C-3620,Jacket,XXL,Синий,Вискоза,534828.0,4.47,264097.0,+,,no
1111,199726132,New Balance Pants W-2157,Pants,M,Желтый,Полиэстер,732147.0,3.46,373381.0,+,no,no
1112,438614359,Lacoste Handbags T-5486,Handbags,M,Синий,Нейлон,539706.0,2.4,169843.0,+,,
1113,824903877,Adidas Umbrellas L-2180,Umbrellas,XXL,Красный,Хлопок,278636.0,4.61,144098.0,+,no,
1130,574813831,Converse Jacket D-9170,Jacket,XL,Красный,Полиэстер,467135.0,3.51,912317.0,+,no,no
1137,638398340,New Balance Pants G-8762,Pants,XL,Оранжевый,Нейлон,485816.0,3.77,207920.0,+,no,no
1138,592839651,Fila Dress M-5205,Dress,M,Фиолетовый,Кожа,392958.0,3.14,953629.0,+,yes,
1144,990013923,Addidas Belts Y-2354,Belts,L,Синий,Хлопок,133306.0,2.09,178932.0,+,yes,no
1152,685400200,Ellesse Skirt F-9968,Skirt,XXL,Голубой,Полиэстер,169658.0,3.37,351559.0,+,no,no
1156,396230247,Puma Skirt F-9686,Skirt,L,Голубой,Нейлон,960541.0,1.25,537259.0,+,yes,no
1157,269714405,Converse Blouse B-4230,Blouse,S,Синий,Лен,490796.0,2.65,682462.0,+,yes,
1162,318364737,New Balance Jacket Z-5575,Jacket,XXL,Желтый,Шерсть,217645.0,2.2,442766.0,+,no,
1166,273008910,Under Armour Pants F-4997,Pants,L,Фиолетовый,Вискоза,312285.0,4.65,152059.0,+,,yes
1169,290468841,Under Armour Dress H-1274,Dress,M,Голубой,Шелк,251997.0,3.31,151699.0,+,,yes
1174,752509455,Nike Shirt C-5612,Shirt,XL,Зеленый,Хлопок,636178.0,2.83,661572.0,+,yes,yes
1175,747083467,Ellesse Hat A-3451,Hat,XXL,Голубой,Лен,459449.0,3.84,856515.0,+,,yes
1181,617382556,Asics Socks A-7971,Socks,XL,Фиолетовый,Вискоза,865571.0,1.83,196886.0,+,,no
1182,216847257,Nike Socks V-9255,Socks,XL,Желтый,Кожа,163414.0,3.01,398851.0,+,,no
1183,634811149,Fila Shirt F-5948,Shirt,XL,Голубой,Шелк,283338.0,1.14,947799.0,+,no,yes
1185,571406049,DC Shoes E-7478,Shoes,XXL,Красный,Шелк,591557.0,4.27,844556.0,+,,no
1187,387347672,Lacoste Pants K-7043,Pants,L,Красный,Полиэстер,696506.0,3.14,346070.0,+,,no
1192,481256687,Puma Dress L-7494,Dress,M,Фиолетовый,Шерсть,806852.0,2.36,163303.0,+,,
1195,643787657,DC Umbrellas X-6432,Umbrellas,M,Фиолетовый,Лен,483536.0,2.38,148813.0,+,,
1199,863438690,Adidas Umbrellas Q-6645,Umbrellas,S,Голубой,Полиэстер,643397.0,1.95,721752.0,+,no,yes
1205,912250532,New Balance Jacket L-8441,Jacket,S,Фиолетовый,Шерсть,473849.0,1.48,719539.0,+,,no
1214,868293047,Fila Umbrellas V-6942,Umbrellas,XXL,Зеленый,Кожа,773225.0,1.86,470561.0,+,no,
1218,357046937,Asics Handbags Y-4447,Handbags,S,Голубой,Шерсть,299312.0,1.24,220633.0,+,yes,no
1235,596329439,Converse Shirt U-1470,Shirt,M,Синий,Вискоза,305586.0,3.85,652101.0,+,,
1241,816546323,Adidas Shoes X-8855,Shoes,XXL,Оранжевый,Вискоза,369007.0,3.42,29949.0,+,no,
1243,433154565,Puma Umbrellas S-2900,Umbrellas,M,Зеленый,Полиэстер,646565.0,4.66,400682.0,+,no,
1247,407107569,New Balance Jeans F-3579,Jeans,XL,Зеленый,Кожа,605611.0,2.84,979975.0,+,,no
1251,590422248,Brooks Umbrellas S-5630,Umbrellas,M,Желтый,Полиэстер,565486.0,3.67,488946.0,+,yes,no
1252,545746795,Ellesse Socks A-9489,Socks,M,Голубой,Полиэстер,247309.0,1.04,688836.0,+,,no
1258,127608785,Vans Gloves X-6161,Gloves,M,Фиолетовый,Лен,551223.0,4.13,311051.0,+,,
1260,993141295,Asics Umbrellas Z-9718,Umbrellas,M,Желтый,Хлопок,721938.0,4.28,389784.0,+,no,
1263,557779851,DC Jacket T-7270,Jacket,M,Синий,Хлопок,894306.0,2.74,781308.0,+,yes,yes
1271,480253995,New Balance Hat V-3991,Hat,S,Зеленый,Хлопок,639248.0,1.75,421462.0,+,no,no
1272,713537189,Brooks Belts M-7758,Belts,XL,Синий,Нейлон,696894.0,2.69,186026.0,+,,no
1274,116343055,Puma Socks T-4477,Socks,S,Голубой,Шерсть,149867.0,4.95,873357.0,+,,no
1276,361872497,New Balance Umbrellas U-6674,Umbrellas,S,Красный,Шерсть,860693.0,2.43,402004.0,+,,
1282,150760034,Nike Pants V-1830,Pants,S,Оранжевый,Вискоза,507371.0,4.47,603663.0,+,,
1283,110044068,Puma Shirt O-5146,Shirt,XL,Желтый,Кожа,658662.0,1.52,974586.0,+,,
1285,895550839,Addidas Blouse Z-6442,Blouse,L,Желтый,Вискоза,198206.0,4.94,418984.0,+,yes,
1286,362000315,Puma T-shirt Y-9457,T-shirt,XL,Оранжевый,Шелк,183659.0,2.49,42329.0,+,no,no
1287,882241669,PleinSport Sweater J-5239,Sweater,L,Оранжевый,Полиэстер,475422.0,3.23,321695.0,+,no,
1291,410533069,Under Armour Handbags B-1762,Handbags,XL,Зеленый,Хлопок,597046.0,1.05,235714.0,+,,yes
1295,734430200,Ellesse Skirt R-6206,Skirt,M,Оранжевый,Нейлон,837558.0,1.32,52436.0,+,yes,
1296,661316514,New Balance Pants U-8216,Pants,M,Фиолетовый,Вискоза,844230.0,3.11,985713.0,+,,no
1301,952070416,Brooks Skirt Q-3486,Skirt,XL,Синий,Лен,422062.0,3.37,922370.0,+,,
1303,123454583,Ellesse Shoes W-8933,Shoes,S,Желтый,Нейлон,785457.0,1.34,804358.0,+,,yes
1305,318167806,New Balance T-shirt W-9391,T-shirt,L,Красный,Лен,335607.0,1.25,447142.0,+,no,no
1306,419440825,Lacoste Shirt A-7465,Shirt,XL,Зеленый,Лен,202473.0,3.26,555444.0,+,,no
1308,629488790,New Balance Skirt P-3869,Skirt,M,Желтый,Кожа,876679.0,3.8,492444.0,+,yes,no
1317,627358121,Under Armour Pants P-1476,Pants,S,Красный,Хлопок,777794.0,2.38,18603.0,+,no,no
1320,444491814,Under Armour Shoes Y-8301,Shoes,M,Голубой,Шерсть,304979.0,2.91,958147.0,+,no,
1340,992835775,Vans Belts H-1858,Belts,XXL,Красный,Вискоза,974558.0,4.33,340860.0,+,yes,no
1343,717593218,Addidas Hat Q-9484,Hat,XXL,Синий,Полиэстер,771358.0,4.03,555609.0,+,,no
1344,670927281,Vans Gloves I-4227,Gloves,S,Голубой,Лен,368879.0,2.96,677837.0,+,,no
1345,205336197,Asics Hat Y-7448,Hat,XL,Синий,Шерсть,785213.0,2.91,746172.0,+,no,
1348,333225016,Under Armour T-shirt R-1184,T-shirt,XXL,Фиолетовый,Нейлон,575618.0,1.82,992471.0,+,yes,yes
1349,207515403,Asics Blouse J-7541,Blouse,XL,Красный,Нейлон,197326.0,1.31,754013.0,+,,yes
1355,449769269,Reebok Skirt R-1601,Skirt,S,Синий,Шелк,798676.0,2.82,96718.0,+,,yes
1357,955252760,Lacoste T-shirt P-8287,T-shirt,S,Синий,Шерсть,378708.0,1.57,496635.0,+,,
1361,510422913,Nike Skirt C-1440,Skirt,XL,Оранжевый,Лен,472481.0,2.4,452231.0,+,,
1363,267638817,PleinSport Hat M-6418,Hat,XXL,Синий,Вискоза,327496.0,3.75,844905.0,+,yes,yes
1368,762120751,Under Armour Handbags T-6294,Handbags,M,Желтый,Шерсть,544135.0,4.05,925171.0,+,,
1371,738783832,PleinSport Shoes P-9709,Shoes,XXL,Оранжевый,Лен,622313.0,3.23,447463.0,+,no,no
1375,281673352,Ellesse T-shirt S-4490,T-shirt,L,Красный,Полиэстер,690101.0,2.11,412716.0,+,yes,
1387,579779372,Adidas Socks Q-7067,Socks,M,Красный,Шерсть,217988.0,3.66,721708.0,+,,
1388,427129326,Adidas Jacket D-5085,Jacket,M,Голубой,Нейлон,428967.0,4.35,52836.0,+,,
1390,745442576,Vans Jacket U-4610,Jacket,XXL,Оранжевый,Хлопок,876607.0,4.86,914074.0,+,no,no
1392,772144218,Brooks Pants J-8412,Pants,XL,Зеленый,Нейлон,969739.0,3.76,632666.0,+,yes,yes
1397,242045751,New Balance Shoes R-6731,Shoes,M,Красный,Шелк,951356.0,2.84,424580.0,+,no,no
1403,661711491,Addidas Hat J-3337,Hat,M,Фиолетовый,Полиэстер,144603.0,2.3,886144.0,+,yes,no
1404,390201698,Vans Blouse X-9828,Blouse,M,Желтый,Вискоза,844367.0,4.0,37284.0,+,no,yes
1406,970402933,Brooks T-shirt T-5925,T-shirt,XXL,Оранжевый,Вискоза,363985.0,3.21,966608.0,+,no,yes
1414,403059994,Addidas Shoes X-4611,Shoes,M,Фиолетовый,Шерсть,553082.0,2.72,848308.0,+,,yes
1415,936608470,New Balance Gloves P-3022,Gloves,XXL,Зеленый,Нейлон,365235.0,3.43,338732.0,+,no,yes
1420,791612017,DC Gloves X-9851,Gloves,L,Оранжевый,Шелк,173846.0,3.87,802527.0,+,no,no
1426,811946884,DC Blouse P-9725,Blouse,XL,Зеленый,Шелк,588668.0,4.7,105113.0,+,,
1430,961839589,Puma Gloves U-1338,Gloves,XL,Красный,Вискоза,676548.0,3.41,525334.0,+,,
1431,473266927,PleinSport Socks G-2517,Socks,XXL,Голубой,Шелк,878782.0,2.76,12014.0,+,,no
1446,203513660,Asics T-shirt Q-9198,T-shirt,S,Оранжевый,Полиэстер,660692.0,2.43,262257.0,+,no,yes
1452,363420317,Adidas Hat P-1683,Hat,S,Желтый,Шелк,326714.0,2.42,369745.0,+,no,
1455,898313386,Converse Gloves W-6182,Gloves,M,Фиолетовый,Кожа,463152.0,2.39,280587.0,+,no,no
1469,188452206,PleinSport Skirt U-3359,Skirt,XXL,Красный,Шелк,615097.0,3.71,109400.0,+,yes,no
1473,114215222,Under Armour Sweater X-9882,Sweater,XL,Голубой,Полиэстер,134588.0,2.22,623524.0,+,no,
1474,346166448,Fila Pants I-8529,Pants,XL,Желтый,Лен,652724.0,1.23,523714.0,+,no,
1485,147180570,Reebok Umbrellas T-9610,Umbrellas,L,Фиолетовый,Лен,559407.0,2.65,35911.0,+,,
1487,752459805,Converse Jeans J-3364,Jeans,M,Фиолетовый,Кожа,207006.0,4.84,955687.0,+,yes,yes
1494,711952196,Nike Socks S-7278,Socks,M,Желтый,Шелк,420943.0,4.39,104328.0,+,yes,
1497,842172508,Converse Dress T-2056,Dress,S,Красный,Шерсть,359729.0,4.94,169951.0,+,yes,no
1501,347469931,Puma Jacket X-7484,Jacket,L,Голубой,Лен,841114.0,4.92,87630.0,+,no,
1503,107628426,Lacoste Socks D-4835,Socks,M,Фиолетовый,Нейлон,504322.0,4.66,255007.0,+,,
1506,622092074,Adidas Hat O-7817,Hat,M,Синий,Полиэстер,652416.0,2.77,393980.0,+,no,no
1517,417058502,New Balance T-shirt U-9054,T-shirt,XXL,Желтый,Шерсть,422948.0,3.32,467353.0,+,no,yes
1522,446949369,Fila Shirt W-2141,Shirt,XXL,Синий,Кожа,169575.0,3.51,526924.0,+,no,
1525,859557837,Under Armour Skirt V-2552,Skirt,XXL,Желтый,Лен,414165.0,4.28,567092.0,+,no,
1529,668259113,New Balance Hat E-9031,Hat,XXL,Фиолетовый,Вискоза,122900.0,1.26,241497.0,+,,
1532,506986693,Under Armour Shirt G-9925,Shirt,XL,Зеленый,Лен,253457.0,2.61,460195.0,+,no,yes
1533,938398126,PleinSport Socks K-6424,Socks,M,Красный,Хлопок,851282.0,1.7,719459.0,+,no,
1542,477545167,New Balance Socks J-3725,Socks,L,Желтый,Нейлон,405901.0,1.05,424806.0,+,no,
1545,583788526,Adidas T-shirt D-5158,T-shirt,XXL,Зеленый,Шелк,783235.0,1.95,502203.0,+,,
1548,313374521,Addidas Blouse R-1721,Blouse,L,Фиолетовый,Шерсть,223784.0,1.24,258443.0,+,,
1551,426150893,Puma Belts K-8077,Belts,XL,Красный,Нейлон,564608.0,2.72,15174.0,+,,no
1553,256767933,Adidas Handbags J-1409,Handbags,XXL,Голубой,Хлопок,844841.0,2.14,311226.0,+,no,
1555,248503524,Puma Handbags R-8635,Handbags,XL,Синий,Лен,984159.0,1.67,504540.0,+,,no
1561,176450141,DC Sweater B-6338,Sweater,M,Оранжевый,Полиэстер,315594.0,2.37,903869.0,+,,no
1568,392387909,Ellesse Shoes Y-6573,Shoes,L,Синий,Хлопок,677542.0,2.11,866790.0,+,,yes
1581,502867426,Addidas Jacket N-1407,Jacket,XL,Фиолетовый,Шелк,888476.0,3.13,933909.0,+,,
1585,646825306,Asics Jeans Z-3985,Jeans,S,Красный,Нейлон,379513.0,3.3,320134.0,+,,yes
1586,682619714,Asics Skirt E-2604,Skirt,XL,Фиолетовый,Шелк,188059.0,3.15,948103.0,+,,
1588,886400755,Converse Sweater F-7609,Sweater,XXL,Синий,Нейлон,955888.0,3.74,16835.0,+,no,
1589,600990430,Fila Shoes K-1277,Shoes,XL,Красный,Хлопок,602775.0,1.51,273157.0,+,,yes
1593,729509951,Addidas Handbags V-3331,Handbags,XL,Желтый,Шерсть,379922.0,1.12,262238.0,+,no,no
1599,759431366,Adidas Skirt A-9457,Skirt,L,Желтый,Кожа,543191.0,4.43,940910.0,+,yes,
1602,612711890,DC Sweater I-2758,Sweater,S,Оранжевый,Кожа,946678.0,4.13,960463.0,+,no,
1613,312864113,New Balance Shoes E-8255,Shoes,L,Оранжевый,Вискоза,232772.0,4.05,671629.0,+,no,no
1630,319105124,Asics Gloves Y-8452,Gloves,L,Фиолетовый,Нейлон,760664.0,3.76,485140.0,+,yes,
1631,834549579,Asics Socks I-1566,Socks,XXL,Голубой,Полиэстер,989511.0,3.97,289095.0,+,yes,
1632,862564422,Addidas Belts F-4231,Belts,S,Фиолетовый,Лен,463691.0,4.93,710485.0,+,,
1643,452077382,Puma Socks X-5294,Socks,XXL,Красный,Шерсть,350647.0,1.1,236894.0,+,yes,no
1648,726468438,New Balance Handbags W-8261,Handbags,L,Зеленый,Хлопок,393299.0,3.46,247359.0,+,yes,
1656,974584869,Nike Shirt O-4993,Shirt,L,Зеленый,Кожа,315408.0,2.16,784513.0,+,,
1661,421410250,Addidas Pants W-5812,Pants,L,Голубой,Нейлон,196158.0,4.19,507868.0,+,no,no
1672,347687488,Brooks Shoes Q-4030,Shoes,L,Фиолетовый,Шелк,537480.0,1.52,53396.0,+,,yes
1673,160645627,Nike Belts K-4320,Belts,L,Желтый,Лен,478709.0,4.67,705586.0,+,yes,no
1677,151481574,Adidas Jacket P-1034,Jacket,S,Желтый,Полиэстер,850633.0,4.29,675605.0,+,,
1678,473215931,Brooks Sweater G-6573,Sweater,L,Красный,Лен,291506.0,3.93,664603.0,+,,yes
1680,908361407,Converse Shoes C-1278,Shoes,XXL,Голубой,Шелк,480505.0,3.75,691018.0,+,yes,no
1681,872072085,Addidas Shoes Y-9238,Shoes,M,Голубой,Хлопок,334844.0,2.0,340291.0,+,,no
1686,197959689,Ellesse Sweater A-4171,Sweater,XXL,Фиолетовый,Вискоза,826714.0,4.37,665251.0,+,,
1688,304555085,PleinSport Umbrellas I-8441,Umbrellas,L,Оранжевый,Нейлон,979569.0,3.67,194984.0,+,,yes
1693,133063233,Addidas Jacket I-9175,Jacket,S,Желтый,Хлопок,413574.0,4.25,440742.0,+,yes,
1697,225745309,Adidas Jeans L-7429,Jeans,S,Синий,Шерсть,280198.0,4.04,608852.0,+,yes,yes
1698,802106526,Ellesse Belts B-5334,Belts,S,Фиолетовый,Шерсть,446718.0,4.66,457693.0,+,no,
1699,337255067,Brooks Handbags V-4397,Handbags,S,Фиолетовый,Шерсть,984159.0,2.98,456640.0,+,yes,
1702,186590431,Converse Pants C-1410,Pants,XXL,Фиолетовый,Лен,389853.0,1.28,515725.0,+,,no
1705,373629208,Puma Pants H-5668,Pants,S,Фиолетовый,Кожа,326326.0,4.43,82691.0,+,,
1710,329422369,Addidas Skirt X-9244,Skirt,XL,Красный,Шелк,738822.0,1.97,69679.0,+,no,
1711,586679849,Converse Socks U-1199,Socks,XL,Желтый,Хлопок,422238.0,2.93,622241.0,+,no,
1717,310549759,Nike Belts Y-1658,Belts,S,Голубой,Хлопок,489660.0,4.18,812666.0,+,,yes
1725,694191720,DC Shirt Z-9715,Shirt,M,Желтый,Полиэстер,355637.0,2.96,914409.0,+,,no
1736,711461963,PleinSport Pants L-2547,Pants,M,Синий,Нейлон,722706.0,3.48,502227.0,+,,no
1738,695317842,Fila Handbags Y-1996,Handbags,L,Голубой,Лен,365625.0,1.69,600230.0,+,,
1739,435939010,Reebok Shirt R-4583,Shirt,M,Желтый,Полиэстер,811766.0,3.04,436627.0,+,,
1742,209095679,DC Socks K-6400,Socks,L,Оранжевый,Вискоза,930577.0,3.55,413692.0,+,yes,
1746,963777224,Reebok Dress G-5752,Dress,L,Желтый,Полиэстер,679504.0,2.96,356076.0,+,no,yes
1747,428160106,PleinSport Blouse Y-1261,Blouse,XXL,Голубой,Лен,111154.0,1.21,782321.0,+,,
1752,233465161,PleinSport Blouse J-3912,Blouse,L,Красный,Кожа,605654.0,3.01,747329.0,+,yes,no
1754,916891202,Lacoste Socks E-2364,Socks,M,Желтый,Лен,972282.0,1.39,483056.0,+,no,
1755,768225139,Adidas Jacket D-7687,Jacket,XL,Зеленый,Шелк,673095.0,2.98,999852.0,+,no,
1758,117687855,Puma Jacket Z-3798,Jacket,M,Оранжевый,Лен,128543.0,2.5,729943.0,+,,no
1770,948051971,DC Belts Q-6153,Belts,L,Зеленый,Кожа,519861.0,2.72,740757.0,+,yes,yes
1771,154845500,Addidas Socks U-5054,Socks,S,Фиолетовый,Хлопок,926697.0,4.64,34472.0,+,no,
1779,198178286,New Balance Hat B-5970,Hat,L,Синий,Лен,609289.0,4.82,400541.0,+,yes,yes
1788,668879146,Converse Jacket M-1001,Jacket,L,Фиолетовый,Нейлон,927319.0,1.16,310911.0,+,yes,
1789,773621728,Under Armour Skirt A-3735,Skirt,M,Красный,Шерсть,927870.0,3.56,711467.0,+,no,no
1791,464641382,Ellesse Jacket S-5069,Jacket,M,Красный,Полиэстер,769133.0,4.81,32833.0,+,,
1792,845390843,DC Blouse F-2208,Blouse,S,Голубой,Шелк,863826.0,3.31,718639.0,+,yes,no
1797,276394836,Fila Hat T-6920,Hat,L,Синий,Вискоза,230158.0,1.88,592380.0,+,no,
1804,564791537,Adidas Blouse W-7524,Blouse,XL,Желтый,Полиэстер,236571.0,2.71,627905.0,+,,yes
1805,822148562,Brooks Sweater U-2289,Sweater,XXL,Фиолетовый,Лен,645121.0,3.98,620227.0,+,yes,
1810,550991663,Addidas Hat B-3454,Hat,M,Желтый,Лен,527145.0,4.48,233309.0,+,no,no
1812,614918406,Fila Shoes F-3968,Shoes,S,Зеленый,Шелк,368777.0,4.04,749844.0,+,yes,yes
1817,805772106,Reebok Hat S-3681,Hat,XL,Оранжевый,Лен,246013.0,1.66,897686.0,+,,
1846,492143744,PleinSport Socks D-5710,Socks,XXL,Голубой,Шелк,802281.0,2.87,335591.0,+,,no
1848,632558733,Addidas Dress H-2293,Dress,L,Желтый,Нейлон,848082.0,4.76,230713.0,+,no,yes
1850,234106359,Brooks Shirt K-6498,Shirt,M,Синий,Вискоза,217239.0,2.47,260539.0,+,,no
1861,750315774,PleinSport Jeans K-2664,Jeans,XL,Фиолетовый,Полиэстер,994560.0,2.88,589548.0,+,yes,
1863,267497598,Puma Socks Q-7275,Socks,XXL,Красный,Лен,917160.0,1.2,895630.0,+,,yes
1867,583426282,Reebok Belts E-9633,Belts,L,Оранжевый,Нейлон,368541.0,1.88,907489.0,+,,no
1875,803647790,Puma Handbags B-5487,Handbags,M,Синий,Вискоза,825116.0,3.44,848903.0,+,yes,no
1877,268949565,PleinSport Gloves B-6182,Gloves,XL,Желтый,Вискоза,555978.0,4.24,254590.0,+,no,
1885,253687421,Under Armour Hat O-6798,Hat,S,Фиолетовый,Хлопок,939730.0,2.42,841917.0,+,yes,
1890,485769809,Ellesse Shirt K-6576,Shirt,S,Синий,Вискоза,339774.0,4.52,134071.0,+,no,
1891,811829170,Under Armour Hat C-9615,Hat,XL,Оранжевый,Лен,548776.0,2.91,338734.0,+,no,no
1898,617827650,Addidas Belts B-4027,Belts,M,Фиолетовый,Шелк,968508.0,1.71,339170.0,+,no,no
1901,753338570,DC Belts R-9730,Belts,XXL,Зеленый,Шелк,455318.0,2.98,402211.0,+,,yes
1903,587485588,Addidas Gloves P-5568,Gloves,XL,Оранжевый,Шелк,858963.0,3.72,768518.0,+,no,no
1907,934222261,Reebok Jeans D-5156,Jeans,M,Оранжевый,Вискоза,940708.0,1.29,884991.0,+,,no
1909,288796905,Vans Umbrellas D-5598,Umbrellas,S,Зеленый,Полиэстер,904755.0,4.51,501284.0,+,,
1919,529636394,PleinSport Dress F-5240,Dress,M,Голубой,Вискоза,679189.0,4.07,853947.0,+,,
1921,632139456,Adidas Socks J-4486,Socks,S,Голубой,Лен,232149.0,1.92,298012.0,+,,yes
1922,895697674,DC T-shirt O-8252,T-shirt,XXL,Оранжевый,Нейлон,487105.0,1.0,290554.0,+,,no
1923,229743537,Adidas Socks J-1870,Socks,S,Красный,Вискоза,340416.0,2.15,14851.0,+,,no
1925,845526740,Fila Dress V-8930,Dress,XL,Голубой,Кожа,980527.0,3.78,806077.0,+,no,yes
1926,371387822,Brooks Belts Y-5280,Belts,XXL,Красный,Полиэстер,822866.0,2.06,776117.0,+,no,
1927,189293578,DC Shoes A-2988,Shoes,XXL,Фиолетовый,Хлопок,889944.0,3.27,760257.0,+,,
1940,221294144,Under Armour Jacket A-5256,Jacket,XXL,Фиолетовый,Вискоза,862462.0,4.58,93688.0,+,no,
1946,976102362,Puma Belts S-6557,Belts,XL,Желтый,Хлопок,101981.0,4.72,677594.0,+,,no
1951,992943152,Brooks Skirt T-9299,Skirt,M,Зеленый,Вискоза,678610.0,2.63,376543.0,+,yes,
1952,866411575,Reebok Gloves S-5309,Gloves,L,Синий,Кожа,314461.0,4.6,274932.0,+,no,no
1960,617489414,Adidas Sweater T-6744,Sweater,L,Синий,Шелк,464798.0,4.67,302226.0,+,no,
1965,492065760,DC Belts J-2131,Belts,L,Фиолетовый,Полиэстер,168410.0,2.08,823595.0,+,no,
1971,380066182,Converse Sweater E-5460,Sweater,L,Оранжевый,Лен,278759.0,3.47,475188.0,+,,yes
1977,451720272,DC Shoes C-9309,Shoes,S,Голубой,Нейлон,106689.0,4.13,84848.0,+,yes,
1988,383317549,Addidas Hat U-4379,Hat,S,Голубой,Вискоза,651404.0,3.87,449290.0,+,,no
1989,773681381,Adidas Jeans I-7400,Jeans,M,Зеленый,Полиэстер,768910.0,2.67,325044.0,+,no,
1995,409516205,Reebok Jeans H-2129,Jeans,L,Синий,Полиэстер,294912.0,2.46,389309.0,+,no,no
2006,478815538,Reebok Pants F-2814,Pants,M,Синий,Вискоза,873787.0,1.41,541428.0,+,no,no
2009,272223084,Converse Umbrellas V-7899,Umbrellas,XXL,Голубой,Нейлон,510418.0,4.65,324244.0,+,no,
2017,789449127,Lacoste Shoes G-5915,Shoes,XXL,Зеленый,Хлопок,522261.0,2.89,138065.0,+,yes,no
2027,682552661,Ellesse Blouse T-9646,Blouse,M,Зеленый,Нейлон,211276.0,3.42,780988.0,+,no,no
2034,507049778,Addidas Dress B-9595,Dress,XXL,Голубой,Лен,596631.0,1.87,906219.0,+,no,no
2036,814930199,Brooks Jeans J-3665,Jeans,S,Красный,Шерсть,441589.0,1.74,562999.0,+,no,
2037,714488433,Brooks Sweater O-5406,Sweater,XL,Зеленый,Шерсть,586757.0,1.56,261283.0,+,,
2038,579865438,Lacoste Hat K-6472,Hat,XL,Фиолетовый,Шерсть,683908.0,3.83,214352.0,+,no,no
2042,682317317,Nike Hat M-2234,Hat,XXL,Фиолетовый,Нейлон,339742.0,1.16,91437.0,+,yes,yes
2046,637464660,DC Blouse T-9959,Blouse,S,Зеленый,Нейлон,855043.0,1.39,166929.0,+,yes,no
2047,157999085,Fila Belts U-7207,Belts,XXL,Зеленый,Кожа,686777.0,4.92,481716.0,+,,no
2057,145387864,DC Gloves D-3488,Gloves,XL,Красный,Кожа,419115.0,3.17,96731.0,+,yes,no
2063,953278273,Reebok Belts P-5925,Belts,XXL,Красный,Кожа,879060.0,1.33,570029.0,+,no,
2066,859513749,Ellesse Sweater E-6482,Sweater,S,Фиолетовый,Кожа,405414.0,2.81,730840.0,+,,
2074,299896109,Under Armour Sweater Z-4419,Sweater,L,Оранжевый,Шерсть,549901.0,3.51,640298.0,+,,
2079,397386507,PleinSport Sweater I-6608,Sweater,XL,Синий,Вискоза,771595.0,2.74,465128.0,+,no,
2081,318566300,Vans Umbrellas Q-8122,Umbrellas,M,Голубой,Вискоза,769756.0,1.19,705184.0,+,,no
2085,394514590,Vans Umbrellas M-3478,Umbrellas,XL,Голубой,Кожа,417797.0,4.59,608298.0,+,no,
2086,795311594,Nike Dress N-2765,Dress,XXL,Фиолетовый,Шерсть,104962.0,2.62,808533.0,+,,
2088,171335544,Addidas Socks G-9205,Socks,M,Синий,Кожа,935683.0,3.91,849398.0,+,,no
2090,885846658,Under Armour Hat T-9778,Hat,M,Зеленый,Полиэстер,141027.0,4.8,693492.0,+,yes,
2095,275471298,Asics Shoes M-6337,Shoes,S,Голубой,Полиэстер,167054.0,2.98,711055.0,+,no,no
2100,183836751,DC Socks I-9896,Socks,S,Зеленый,Шелк,741975.0,2.13,722171.0,+,,no
2108,789943471,New Balance Belts V-2413,Belts,XXL,Голубой,Полиэстер,743473.0,1.71,409769.0,+,no,
2112,611266426,Asics Socks B-6178,Socks,L,Голубой,Полиэстер,228247.0,1.51,848159.0,+,yes,no
2113,853335351,Under Armour Sweater T-1955,Sweater,XXL,Желтый,Хлопок,611774.0,3.26,344532.0,+,no,yes
2114,523098906,Vans Umbrellas R-6333,Umbrellas,XL,Синий,Вискоза,723586.0,3.37,721486.0,+,,
2117,464418958,DC Sweater N-6349,Sweater,M,Голубой,Хлопок,913271.0,1.28,828198.0,+,,
2122,493139341,Brooks Jacket X-3541,Jacket,M,Желтый,Хлопок,116626.0,3.99,699010.0,+,no,no
2127,980192871,Puma Jacket F-1168,Jacket,M,Фиолетовый,Кожа,127267.0,4.66,619766.0,+,no,no
2129,141234440,Vans Sweater B-2687,Sweater,L,Оранжевый,Лен,756295.0,3.01,873389.0,+,no,no
2130,176117251,Asics Shoes K-7043,Shoes,M,Зеленый,Нейлон,420568.0,1.96,846102.0,+,yes,
2136,637291605,DC Handbags V-7355,Handbags,L,Синий,Шерсть,852446.0,1.62,222248.0,+,yes,no
2141,367131559,Lacoste Hat Y-9802,Hat,XL,Голубой,Шелк,515213.0,2.16,701381.0,+,no,
2146,426120382,Vans Socks C-3519,Socks,XXL,Голубой,Шелк,795367.0,3.99,881564.0,+,,yes
2150,360228352,Adidas Handbags H-9411,Handbags,S,Желтый,Лен,649629.0,2.72,994812.0,+,yes,yes
2151,551223604,Vans Skirt A-4616,Skirt,S,Красный,Вискоза,601451.0,1.43,304148.0,+,no,yes
2157,920950544,Addidas T-shirt B-9912,T-shirt,S,Желтый,Вискоза,176832.0,2.64,456173.0,+,no,
2159,817516436,Brooks Shirt N-5288,Shirt,S,Фиолетовый,Шелк,843827.0,2.98,116591.0,+,,yes
