,id,name,category,size,color,material,price,rating,reviews,new,exclusive,sporty
3284,935755807,Adidas Umbrellas H-2054,Umbrellas,L,Фиолетовый,Кожа,384510.0,2.48,73605.0,,no,no
3243,659708062,Adidas Umbrellas I-7626,Umbrellas,M,Голубой,Лен,377640.0,2.23,40081.0,,,
677,624993322,Adidas Umbrellas K-8616,Umbrellas,XXL,Оранжевый,Шерсть,227148.0,3.75,471904.0,-,,
2128,184546325,Adidas Umbrellas K-9155,Umbrellas,XXL,Красный,Лен,288305.0,2.94,12484.0,,yes,
603,903044523,Adidas Umbrellas L-1616,Umbrellas,L,Желтый,Кожа,112328.0,3.53,927808.0,-,yes,
1113,824903877,Adidas Umbrellas L-2180,Umbrellas,XXL,Красный,Хлопок,278636.0,4.61,144098.0,+,no,
1476,381303812,Adidas Umbrellas O-9903,Umbrellas,S,Зеленый,Хлопок,814149.0,3.33,715546.0,-,,no
1199,863438690,Adidas Umbrellas Q-6645,Umbrellas,S,Голубой,Полиэстер,643397.0,1.95,721752.0,+,no,yes
502,230146708,Adidas Umbrellas S-5711,Umbrellas,XXL,Голубой,Вискоза,454356.0,1.66,584693.0,+,no,yes
2961,886914590,Adidas Umbrellas W-3619,Umbrellas,XXL,Красный,Кожа,501286.0,1.93,556412.0,-,,no
550,204576587,Asics Belts E-2311,Belts,S,Синий,Шерсть,397889.0,2.07,492151.0,-,,
3163,158526915,Asics Belts E-8613,Belts,L,Желтый,Кожа,611866.0,3.61,584647.0,-,yes,no
1436,686548615,Asics Belts F-4260,Belts,M,Голубой,Полиэстер,124141.0,4.16,102212.0,-,yes,
2525,849367637,Asics Belts J-5484,Belts,L,Зеленый,Шелк,644667.0,4.1,971825.0,,yes,
3320,755079214,Asics Belts L-8104,Belts,L,Красный,Хлопок,632170.0,3.6,4325.0,+,yes,
3063,870166997,Asics Belts P-1908,Belts,XXL,Красный,Хлопок,323953.0,3.47,265140.0,+,yes,yes
589,194636309,Asics Belts P-2127,Belts,L,Красный,Нейлон,713026.0,1.5,845103.0,,no,yes
1445,763496408,Asics Belts Q-6964,Belts,M,Желтый,Шерсть,117454.0,3.41,453081.0,-,no,
1858,250575088,Asics Belts R-3621,Belts,XL,Желтый,Шерсть,122873.0,1.05,442904.0,,,
1860,964493843,Asics Belts V-3404,Belts,L,Желтый,Вискоза,179803.0,3.61,410502.0,-,,yes
365,367609887,Asics Blouse B-5804,Blouse,XL,Желтый,Лен,846737.0,4.54,627501.0,-,,
1159,461239410,Asics Blouse E-4198,Blouse,M,Фиолетовый,Хлопок,286099.0,2.73,390903.0,,no,no
519,444001083,Asics Blouse G-3120,Blouse,XXL,Фиолетовый,Шелк,395567.0,2.45,697600.0,,,
1349,207515403,Asics Blouse J-7541,Blouse,XL,Красный,Нейлон,197326.0,1.31,754013.0,+,,yes
839,132403256,Asics Blouse L-5699,Blouse,XXL,Фиолетовый,Шелк,234876.0,4.51,681748.0,,yes,
1870,390103042,Asics Blouse N-5266,Blouse,XL,Красный,Шерсть,936587.0,1.09,376371.0,-,,
2745,613693994,Asics Blouse Q-3165,Blouse,M,Зеленый,Полиэстер,257703.0,1.73,628661.0,,no,yes
1841,661782554,Asics Blouse Q-3370,Blouse,XXL,Синий,Шелк,742815.0,4.1,204601.0,-,yes,
225,774344945,Asics Blouse S-1913,Blouse,M,Оранжевый,Кожа,795616.0,4.09,145791.0,,yes,yes
1154,694090184,Asics Blouse S-3846,Blouse,XXL,Голубой,Шерсть,661704.0,1.49,386626.0,,no,no
1769,486565599,Asics Blouse T-2391,Blouse,M,Оранжевый,Кожа,147628.0,3.18,861422.0,-,,no
319,102655235,Asics Blouse X-9464,Blouse,XXL,Оранжевый,Лен,748472.0,1.71,191099.0,-,yes,no
3560,109528676,Asics Blouse Z-8247,Blouse,L,Красный,Лен,423216.0,1.44,160075.0,-,yes,
936,456136260,Asics Dress A-4216,Dress,M,Голубой,Полиэстер,607937.0,1.57,686192.0,,no,yes
256,732946197,Asics Dress A-4650,Dress,L,Желтый,Кожа,643647.0,2.01,151809.0,+,yes,
2707,208373671,Asics Dress B-5463,Dress,XXL,Голубой,Вискоза,325290.0,2.31,478018.0,,no,
2713,161061945,Asics Dress C-1631,Dress,XL,Фиолетовый,Полиэстер,462681.0,2.38,88975.0,,,no
1947,704088150,Asics Dress C-5533,Dress,S,Оранжевый,Нейлон,578439.0,1.44,804967.0,-,,yes
1424,650479154,Asics Dress C-7326,Dress,XL,Синий,Лен,237886.0,3.36,879919.0,-,,
747,904001110,Asics Dress I-5006,Dress,XXL,Красный,Нейлон,756160.0,4.45,305014.0,,no,no
1210,866008277,Asics Dress J-5018,Dress,XXL,Зеленый,Хлопок,438634.0,2.24,724543.0,-,yes,yes
350,824409032,Asics Dress N-1215,Dress,S,Синий,Вискоза,569185.0,1.7,593090.0,-,no,no
2205,243260557,Asics Dress P-3963,Dress,L,Желтый,Кожа,424683.0,2.6,730026.0,,no,no
640,886133636,Asics Dress P-4100,Dress,XXL,Красный,Вискоза,111349.0,1.55,605622.0,+,yes,
3493,284947907,Asics Dress Q-3423,Dress,M,Голубой,Шерсть,480277.0,3.63,424240.0,,yes,
1393,477293038,Asics Dress T-7321,Dress,XL,Голубой,Лен,119198.0,4.22,709946.0,,,yes
3448,363083048,Asics Dress Y-9826,Dress,XXL,Зеленый,Полиэстер,375024.0,4.41,705114.0,+,yes,
2341,951578703,Asics Dress Z-6479,Dress,XL,Желтый,Шерсть,550509.0,3.56,542639.0,,,no
197,185123922,Asics Gloves B-5840,Gloves,M,Голубой,Лен,572233.0,4.17,143153.0,-,yes,
3255,330740589,Asics Gloves C-6637,Gloves,XL,Фиолетовый,Шерсть,421726.0,1.18,556114.0,+,no,no
618,381593338,Asics Gloves F-1055,Gloves,XL,Красный,Кожа,669718.0,1.35,82612.0,,no,
2068,293974505,Asics Gloves H-2280,Gloves,XL,Желтый,Хлопок,589402.0,4.2,58541.0,,,yes
1031,555346077,Asics Gloves I-6982,Gloves,XL,Голубой,Хлопок,917544.0,2.28,16337.0,-,,no
352,242049229,Asics Gloves L-4868,Gloves,M,Синий,Кожа,643860.0,3.22,221818.0,,,no
0,776525593,Asics Gloves N-9773,Gloves,M,Красный,Шерсть,927996.0,1.21,110241.0,,,
892,218143744,Asics Gloves O-7497,Gloves,XXL,Голубой,Лен,296845.0,4.66,87497.0,,,yes
1490,246416874,Asics Gloves R-2542,Gloves,XL,Красный,Вискоза,149047.0,1.74,229489.0,-,yes,
3341,853963997,Asics Gloves T-4162,Gloves,XL,Зеленый,Шерсть,725987.0,1.26,7728.0,+,,yes
801,548101677,Asics Gloves T-5680,Gloves,XXL,Оранжевый,Лен,160982.0,2.48,560027.0,,no,no
2265,634306255,Asics Gloves V-2332,Gloves,XXL,Фиолетовый,Вискоза,966403.0,3.89,908536.0,-,,no
873,415938715,Asics Gloves Y-3150,Gloves,XXL,Зеленый,Лен,705166.0,3.53,132830.0,-,yes,
1630,319105124,Asics Gloves Y-8452,Gloves,L,Фиолетовый,Нейлон,760664.0,3.76,485140.0,+,yes,
44,658747442,Asics Gloves Z-1347,Gloves,L,Оранжевый,Нейлон,557101.0,3.43,47401.0,,no,no
3397,233081949,Asics Gloves Z-9791,Gloves,XL,Оранжевый,Полиэстер,721698.0,1.17,632146.0,-,,no
3490,957899978,Asics Handbags A-3466,Handbags,XXL,Красный,Кожа,822881.0,3.02,494847.0,,,no
1938,762467256,Asics Handbags D-3636,Handbags,M,Оранжевый,Кожа,433392.0,3.66,790735.0,-,no,no
3354,425306683,Asics Handbags E-7108,Handbags,S,Красный,Шерсть,671598.0,2.25,19259.0,-,yes,no
396,231548648,Asics Handbags G-5624,Handbags,M,Желтый,Лен,110908.0,3.71,136997.0,,no,
2338,522524545,Asics Handbags I-6636,Handbags,XL,Голубой,Лен,832756.0,2.34,867116.0,-,no,yes
3275,778318266,Asics Handbags J-9196,Handbags,M,Фиолетовый,Кожа,610752.0,3.43,803009.0,-,no,
2657,468994333,Asics Handbags P-2857,Handbags,S,Красный,Вискоза,859082.0,4.68,830035.0,,no,
877,546381499,Asics Handbags Q-4567,Handbags,XXL,Оранжевый,Полиэстер,595709.0,4.66,582841.0,,,
1218,357046937,Asics Handbags Y-4447,Handbags,S,Голубой,Шерсть,299312.0,1.24,220633.0,+,yes,no
2984,418861490,Asics Handbags Y-6045,Handbags,XL,Оранжевый,Хлопок,234965.0,1.88,566475.0,+,,yes
976,428710102,Asics Hat A-2994,Hat,M,Красный,Нейлон,396720.0,2.74,278268.0,-,yes,no
738,204394340,Asics Hat A-9235,Hat,XL,Красный,Хлопок,272519.0,4.14,775149.0,+,yes,
707,115901909,Asics Hat D-8665,Hat,XL,Красный,Нейлон,838039.0,4.08,440013.0,-,no,
2340,733020752,Asics Hat D-9573,Hat,S,Красный,Полиэстер,366486.0,3.71,138732.0,+,yes,
316,741328617,Asics Hat E-2552,Hat,XXL,Оранжевый,Шелк,506552.0,3.0,199566.0,-,no,
3078,436912688,Asics Hat E-3920,Hat,L,Красный,Шелк,804741.0,1.09,187205.0,+,,no
1799,153893240,Asics Hat E-6248,Hat,XXL,Зеленый,Нейлон,601719.0,3.49,94180.0,-,,no
3257,498168878,Asics Hat F-8949,Hat,XL,Оранжевый,Шелк,334108.0,3.97,253449.0,,no,no
3372,944710138,Asics Hat G-5022,Hat,S,Синий,Кожа,754868.0,1.47,786421.0,,,
2453,307839711,Asics Hat G-6672,Hat,S,Голубой,Нейлон,281960.0,3.56,637678.0,+,,no
531,725092388,Asics Hat G-7613,Hat,XL,Зеленый,Шерсть,947704.0,2.61,218992.0,-,,
2020,746826643,Asics Hat I-6779,Hat,S,Зеленый,Шелк,203368.0,2.61,905828.0,,no,no
1076,603758484,Asics Hat N-1667,Hat,XXL,Оранжевый,Лен,138479.0,1.35,212837.0,-,,
48,423910854,Asics Hat T-4183,Hat,L,Синий,Кожа,789912.0,4.2,727879.0,+,,
2171,364167093,Asics Hat T-7420,Hat,M,Голубой,Вискоза,444880.0,4.34,336426.0,-,yes,
3528,280312338,Asics Hat U-1456,Hat,XL,Голубой,Шелк,198738.0,1.22,884085.0,-,,yes
2378,130705872,Asics Hat V-4935,Hat,S,Фиолетовый,Нейлон,347876.0,1.6,314036.0,+,yes,
2795,393154583,Asics Hat V-9784,Hat,M,Голубой,Хлопок,535234.0,1.44,620011.0,,,
1345,205336197,Asics Hat Y-7448,Hat,XL,Синий,Шерсть,785213.0,2.91,746172.0,+,no,
923,525123810,Asics Jacket C-9120,Jacket,XL,Оранжевый,Полиэстер,311686.0,1.42,309801.0,+,no,yes
3133,844925006,Asics Jacket F-7768,Jacket,XL,Красный,Шелк,898617.0,2.73,296959.0,,no,no
2012,478926243,Asics Jacket J-2418,Jacket,M,Желтый,Кожа,402667.0,2.77,944743.0,,,
2920,905686641,Asics Jacket M-2588,Jacket,L,Голубой,Вискоза,267241.0,1.56,911737.0,-,no,no
1407,606796185,Asics Jacket N-5800,Jacket,XL,Синий,Шерсть,604586.0,4.58,303780.0,,,
2236,286665270,Asics Jacket P-3691,Jacket,S,Оранжевый,Хлопок,806073.0,2.06,487118.0,+,yes,no
444,459116080,Asics Jacket Q-5394,Jacket,XXL,Красный,Нейлон,298277.0,4.68,179742.0,-,no,yes
2078,420182315,Asics Jacket R-9151,Jacket,XXL,Зеленый,Нейлон,589717.0,4.75,936320.0,-,no,
2118,567390256,Asics Jacket S-8311,Jacket,M,Зеленый,Кожа,626826.0,4.23,377090.0,,,
2858,116728909,Asics Jacket S-9395,Jacket,XXL,Красный,Шерсть,565635.0,4.23,11317.0,,no,no
1323,290753129,Asics Jacket U-2165,Jacket,S,Оранжевый,Нейлон,416406.0,3.23,688756.0,,yes,yes
3462,633978812,Asics Jacket U-2287,Jacket,XXL,Голубой,Шелк,787710.0,2.28,607232.0,,yes,yes
2072,864880569,Asics Jacket V-4057,Jacket,XXL,Фиолетовый,Полиэстер,842515.0,1.38,920085.0,,,yes
3359,927676068,Asics Jeans D-7114,Jeans,S,Синий,Нейлон,958231.0,3.09,358873.0,,,
684,568284204,Asics Jeans E-7883,Jeans,L,Голубой,Лен,397379.0,2.43,816486.0,,no,no
2187,327876826,Asics Jeans F-3803,Jeans,XXL,Желтый,Нейлон,806917.0,2.36,42450.0,-,,
2965,686749790,Asics Jeans F-8544,Jeans,M,Зеленый,Лен,426203.0,1.49,579197.0,,,no
15,880175874,Asics Jeans H-9711,Jeans,S,Зеленый,Кожа,894886.0,1.47,753856.0,,yes,
84,709888012,Asics Jeans I-9521,Jeans,M,Фиолетовый,Лен,719402.0,2.99,958916.0,,no,yes
2619,370241556,Asics Jeans J-4987,Jeans,XL,Голубой,Лен,306870.0,2.65,93569.0,,,yes
3028,801381888,Asics Jeans J-6726,Jeans,M,Желтый,Полиэстер,711101.0,3.09,873486.0,-,,
1916,290383927,Asics Jeans K-7531,Jeans,M,Синий,Хлопок,292618.0,3.69,207846.0,-,no,yes
3427,329666963,Asics Jeans N-3101,Jeans,S,Синий,Шерсть,776848.0,4.83,701814.0,-,,
3329,845697837,Asics Jeans O-8881,Jeans,XXL,Оранжевый,Шерсть,432161.0,4.15,711415.0,,no,no
478,274649276,Asics Jeans O-8982,Jeans,M,Синий,Нейлон,160973.0,1.02,232220.0,-,,no
2466,842098315,Asics Jeans T-1038,Jeans,XL,Желтый,Нейлон,676982.0,3.76,719191.0,-,no,no
2530,354838581,Asics Jeans V-7692,Jeans,L,Желтый,Лен,571761.0,1.83,631547.0,,no,
440,443591714,Asics Jeans X-8241,Jeans,M,Зеленый,Лен,614916.0,4.12,362644.0,-,yes,yes
1999,697698796,Asics Jeans Y-2351,Jeans,S,Желтый,Кожа,913511.0,2.16,642266.0,-,,no
2234,762922475,Asics Jeans Y-8739,Jeans,S,Синий,Шерсть,826038.0,4.19,311294.0,+,yes,no
1585,646825306,Asics Jeans Z-3985,Jeans,S,Красный,Нейлон,379513.0,3.3,320134.0,+,,yes
727,639033527,Asics Pants C-4165,Pants,XL,Фиолетовый,Шелк,799004.0,1.22,520639.0,-,,yes
620,191030941,Asics Pants D-3880,Pants,XXL,Синий,Хлопок,287026.0,3.95,879136.0,,no,yes
1716,703360555,Asics Pants D-6155,Pants,S,Голубой,Лен,936753.0,3.1,627935.0,-,no,
108,983720869,Asics Pants F-9106,Pants,L,Синий,Нейлон,402943.0,1.36,407011.0,+,no,yes
360,782721030,Asics Pants H-5476,Pants,XL,Зеленый,Шерсть,960778.0,2.35,939894.0,+,yes,
514,922087587,Asics Pants L-7973,Pants,XXL,Голубой,Шелк,988293.0,1.44,386493.0,,yes,
2344,539332507,Asics Pants N-8937,Pants,M,Голубой,Полиэстер,265335.0,3.43,866772.0,-,yes,no
2634,529514295,Asics Pants O-9116,Pants,M,Фиолетовый,Полиэстер,359159.0,2.12,360294.0,-,no,no
1269,327966440,Asics Pants Q-5664,Pants,M,Зеленый,Нейлон,156105.0,2.94,138346.0,-,yes,no
2727,525748980,Asics Pants R-4801,Pants,L,Синий,Нейлон,251915.0,1.86,732185.0,-,yes,
61,825538197,Asics Pants T-4667,Pants,XXL,Синий,Нейлон,410491.0,3.21,618622.0,,,yes
1463,646648281,Asics Pants T-7024,Pants,XL,Зеленый,Нейлон,707143.0,3.22,449964.0,-,no,yes
3345,701649487,Asics Pants V-1473,Pants,S,Зеленый,Полиэстер,268895.0,1.44,921810.0,,no,yes
2377,560014121,Asics Pants X-1263,Pants,M,Оранжевый,Нейлон,199419.0,4.73,910450.0,,no,no
2553,591340676,Asics Pants Z-1753,Pants,XXL,Желтый,Шелк,997940.0,3.31,710252.0,,,yes
3535,550139401,Asics Pants Z-4845,Pants,L,Зеленый,Полиэстер,167075.0,3.79,795203.0,+,,
1232,730083609,Asics Shirt F-1888,Shirt,S,Синий,Хлопок,831907.0,2.96,275706.0,,,
3466,804867510,Asics Shirt H-4717,Shirt,M,Фиолетовый,Полиэстер,117330.0,4.25,159174.0,-,no,no
606,117705090,Asics Shirt I-6506,Shirt,XL,Желтый,Кожа,624283.0,4.31,785948.0,,,
344,767655734,Asics Shirt J-3362,Shirt,L,Желтый,Лен,612468.0,4.45,422062.0,+,,
3411,975115924,Asics Shirt R-3920,Shirt,XL,Голубой,Полиэстер,243005.0,4.44,404566.0,,,yes
2375,466208302,Asics Shirt V-2792,Shirt,M,Зеленый,Лен,299674.0,3.53,461539.0,-,yes,no
996,624732408,Asics Shirt X-9448,Shirt,M,Голубой,Лен,264602.0,1.37,824570.0,-,yes,no
2371,617210620,Asics Shoes C-7252,Shoes,L,Синий,Полиэстер,343804.0,4.4,65427.0,,no,
2274,187680243,Asics Shoes D-6223,Shoes,S,Желтый,Шерсть,119140.0,3.31,746891.0,,,yes
541,264106744,Asics Shoes D-9049,Shoes,XXL,Фиолетовый,Шелк,872089.0,1.26,297640.0,,no,
2130,176117251,Asics Shoes K-7043,Shoes,M,Зеленый,Нейлон,420568.0,1.96,846102.0,+,yes,
754,386282713,Asics Shoes L-2138,Shoes,S,Оранжевый,Полиэстер,741898.0,3.79,931691.0,-,no,
3067,778637450,Asics Shoes M-1598,Shoes,L,Красный,Лен,107599.0,3.83,670010.0,-,no,no
555,364750833,Asics Shoes M-5479,Shoes,XL,Фиолетовый,Шелк,540066.0,1.67,327959.0,,,
2095,275471298,Asics Shoes M-6337,Shoes,S,Голубой,Полиэстер,167054.0,2.98,711055.0,+,no,no
2950,444504382,Asics Shoes O-1435,Shoes,L,Зеленый,Лен,570013.0,4.34,577318.0,,no,no
2743,286050541,Asics Shoes O-6239,Shoes,XL,Оранжевый,Кожа,499901.0,1.55,397118.0,-,no,no
1895,208876262,Asics Shoes W-2272,Shoes,S,Фиолетовый,Кожа,985296.0,3.64,632231.0,,no,no
3002,293618177,Asics Shoes W-7412,Shoes,XXL,Оранжевый,Шерсть,644640.0,1.74,273283.0,+,yes,no
3031,787801017,Asics Skirt C-6017,Skirt,S,Оранжевый,Шерсть,723629.0,1.08,858241.0,+,yes,no
862,308543939,Asics Skirt D-5276,Skirt,M,Синий,Кожа,373763.0,3.39,787601.0,+,,
1586,682619714,Asics Skirt E-2604,Skirt,XL,Фиолетовый,Шелк,188059.0,3.15,948103.0,+,,
81,242841125,Asics Skirt H-1421,Skirt,XL,Фиолетовый,Лен,332366.0,1.31,545745.0,,no,
2069,847695020,Asics Skirt J-1734,Skirt,M,Голубой,Вискоза,369919.0,4.27,535072.0,,,no
582,836000833,Asics Skirt L-3894,Skirt,S,Красный,Шерсть,168552.0,3.67,953697.0,-,,no
2957,273120966,Asics Skirt M-3821,Skirt,S,Зеленый,Нейлон,317161.0,3.33,917826.0,,,
2768,415975097,Asics Skirt V-4202,Skirt,S,Зеленый,Кожа,328619.0,1.94,822140.0,-,,yes
1347,661235544,Asics Skirt W-9436,Skirt,XXL,Зеленый,Вискоза,886046.0,1.17,479804.0,,no,no
51,779676140,Asics Skirt Y-1308,Skirt,XXL,Фиолетовый,Полиэстер,238285.0,3.25,48343.0,,yes,
2148,953645813,Asics Skirt Z-9304,Skirt,L,Фиолетовый,Хлопок,249109.0,4.74,902573.0,-,,
1181,617382556,Asics Socks A-7971,Socks,XL,Фиолетовый,Вискоза,865571.0,1.83,196886.0,+,,no
1423,587914301,Asics Socks B-1570,Socks,L,Голубой,Кожа,303811.0,1.96,749474.0,,no,
2112,611266426,Asics Socks B-6178,Socks,L,Голубой,Полиэстер,228247.0,1.51,848159.0,+,yes,no
2284,256242394,Asics Socks D-5575,Socks,M,Красный,Вискоза,295529.0,3.37,76716.0,-,no,
3238,845676660,Asics Socks E-5538,Socks,XL,Синий,Лен,212257.0,3.52,252083.0,+,,no
1560,662521513,Asics Socks F-6420,Socks,L,Зеленый,Вискоза,223048.0,1.64,854880.0,,,
1631,834549579,Asics Socks I-1566,Socks,XXL,Голубой,Полиэстер,989511.0,3.97,289095.0,+,yes,
1171,856749132,Asics Socks J-3845,Socks,S,Голубой,Полиэстер,642821.0,4.29,584930.0,-,,yes
795,626422317,Asics Socks J-9660,Socks,S,Синий,Шелк,166732.0,2.99,585830.0,-,yes,no
2854,293050055,Asics Socks K-9248,Socks,XXL,Красный,Кожа,933511.0,1.81,172026.0,,no,no
145,976461128,Asics Socks L-1153,Socks,XL,Голубой,Нейлон,674325.0,2.64,883868.0,,,
2902,727141530,Asics Socks M-2835,Socks,S,Зеленый,Шерсть,345463.0,3.33,532550.0,,no,no
3286,260230858,Asics Socks P-1627,Socks,M,Желтый,Нейлон,347734.0,2.98,255307.0,,no,yes
666,905725843,Asics Socks P-2179,Socks,XXL,Красный,Лен,243856.0,4.55,414374.0,,,
2245,348083761,Asics Socks R-7466,Socks,M,Голубой,Хлопок,667757.0,4.29,479357.0,+,no,yes
2494,273284207,Asics Socks U-3869,Socks,L,Желтый,Лен,708329.0,2.57,845103.0,+,,
3379,403903043,Asics Sweater C-3233,Sweater,S,Голубой,Лен,554910.0,3.77,156891.0,-,yes,
3589,603140264,Asics Sweater G-1097,Sweater,L,Оранжевый,Шелк,814320.0,2.33,549861.0,-,,
2903,338318600,Asics Sweater G-9808,Sweater,L,Оранжевый,Нейлон,475328.0,2.57,492421.0,+,,no
2322,201719752,Asics Sweater H-5574,Sweater,XL,Зеленый,Шерсть,631580.0,4.69,670036.0,+,,yes
2956,616157033,Asics Sweater J-1581,Sweater,L,Фиолетовый,Нейлон,513023.0,4.59,663348.0,,no,no
1280,892778704,Asics Sweater K-3638,Sweater,L,Оранжевый,Лен,953211.0,2.2,726913.0,-,yes,
1975,884583472,Asics Sweater L-4774,Sweater,XXL,Синий,Вискоза,805291.0,4.64,832329.0,,,yes
375,450458085,Asics Sweater N-3300,Sweater,XL,Красный,Вискоза,236946.0,2.07,378622.0,+,,
2308,111964734,Asics Sweater N-4287,Sweater,XL,Голубой,Лен,185066.0,2.86,173822.0,+,no,
142,366613951,Asics Sweater O-2861,Sweater,S,Голубой,Нейлон,793603.0,4.2,153283.0,,no,yes
2806,644244929,Asics Sweater Q-2117,Sweater,S,Синий,Вискоза,954265.0,1.74,103432.0,,no,yes
56,116011954,Asics Sweater S-3831,Sweater,M,Синий,Шерсть,260414.0,4.97,833286.0,-,yes,no
1008,744524252,Asics Sweater U-1492,Sweater,M,Красный,Кожа,908320.0,2.58,315125.0,+,no,
1246,350456680,Asics Sweater W-2829,Sweater,XXL,Зеленый,Шерсть,300207.0,3.44,446785.0,-,yes,yes
1679,710923575,Asics Sweater X-8629,Sweater,L,Желтый,Шелк,997407.0,4.15,190905.0,,no,yes
1665,879799648,Asics Sweater Z-9217,Sweater,L,Зеленый,Шерсть,708479.0,4.25,24571.0,-,no,
2320,981974711,Asics T-shirt A-1234,T-shirt,M,Оранжевый,Шерсть,896805.0,1.12,214198.0,,no,no
3510,519170916,Asics T-shirt C-4605,T-shirt,XL,Синий,Шерсть,624584.0,2.62,286892.0,,,yes
1417,522003815,Asics T-shirt C-8838,T-shirt,M,Красный,Лен,483318.0,4.26,789267.0,-,,yes
2784,821032708,Asics T-shirt J-7545,T-shirt,XL,Зеленый,Кожа,349495.0,4.11,429667.0,-,no,no
1449,457947492,Asics T-shirt L-2360,T-shirt,S,Фиолетовый,Хлопок,642173.0,2.42,439655.0,,,
3328,555904192,Asics T-shirt M-5174,T-shirt,XXL,Фиолетовый,Нейлон,457904.0,3.83,782589.0,,no,no
3186,352741098,Asics T-shirt P-2888,T-shirt,L,Синий,Полиэстер,935720.0,4.84,553451.0,+,no,yes
1446,203513660,Asics T-shirt Q-9198,T-shirt,S,Оранжевый,Полиэстер,660692.0,2.43,262257.0,+,no,yes
33,201222469,Asics Umbrellas C-3325,Umbrellas,M,Красный,Шерсть,475363.0,4.58,672929.0,-,,yes
1101,143055788,Asics Umbrellas L-2744,Umbrellas,S,Красный,Полиэстер,390808.0,3.81,800334.0,,,yes
539,309176189,Asics Umbrellas N-3080,Umbrellas,XXL,Оранжевый,Хлопок,872525.0,1.23,502002.0,-,no,no
2254,687946840,Asics Umbrellas O-9454,Umbrellas,L,Зеленый,Шерсть,411615.0,3.86,340335.0,,,no
1225,713545452,Asics Umbrellas W-7497,Umbrellas,XXL,Синий,Шелк,765458.0,2.5,782749.0,,yes,
1260,993141295,Asics Umbrellas Z-9718,Umbrellas,M,Желтый,Хлопок,721938.0,4.28,389784.0,+,no,
2510,435524176,Brooks Belts C-9407,Belts,XL,Оранжевый,Шерсть,651933.0,2.2,352635.0,-,,no
1176,924556589,Brooks Belts D-5789,Belts,XL,Желтый,Шелк,147280.0,3.22,143169.0,,,
1615,995202097,Brooks Belts E-9380,Belts,M,Желтый,Шерсть,453729.0,4.99,706241.0,,yes,
682,776981649,Brooks Belts F-2637,Belts,XXL,Оранжевый,Шелк,166468.0,1.07,941964.0,+,,
1139,222048184,Brooks Belts H-3257,Belts,L,Зеленый,Кожа,250484.0,3.95,384752.0,,yes,no
610,573962995,Brooks Belts J-1999,Belts,XXL,Оранжевый,Лен,209862.0,1.74,910573.0,+,yes,no
3405,849781633,Brooks Belts K-8647,Belts,M,Зеленый,Шелк,332291.0,4.0,736364.0,+,,yes
3485,874217309,Brooks Belts M-3275,Belts,XXL,Оранжевый,Шерсть,568254.0,2.96,186487.0,+,yes,
1272,713537189,Brooks Belts M-7758,Belts,XL,Синий,Нейлон,696894.0,2.69,186026.0,+,,no
2268,841102706,Brooks Belts N-1375,Belts,S,Красный,Шерсть,242553.0,2.36,387319.0,,,yes
971,938344362,Brooks Belts N-5010,Belts,XL,Синий,Вискоза,636481.0,3.23,282961.0,+,yes,yes
2962,664639794,Brooks Belts N-9488,Belts,XL,Красный,Вискоза,412764.0,3.94,68095.0,-,no,no
1639,702273265,Brooks Belts P-4365,Belts,XXL,Голубой,Нейлон,215465.0,4.22,686024.0,-,,
552,246664814,Brooks Belts U-1392,Belts,M,Голубой,Кожа,872957.0,1.25,409459.0,-,yes,yes
1477,899049469,Brooks Belts W-1504,Belts,M,Оранжевый,Полиэстер,930455.0,3.92,326739.0,,,yes
1330,559791966,Brooks Belts X-3712,Belts,L,Желтый,Вискоза,365992.0,1.11,246908.0,,no,no
1926,371387822,Brooks Belts Y-5280,Belts,XXL,Красный,Полиэстер,822866.0,2.06,776117.0,+,no,
1700,995684304,Brooks Belts Z-3282,Belts,XL,Зеленый,Нейлон,881207.0,1.8,998653.0,-,,
3153,529985538,Brooks Blouse N-1552,Blouse,M,Фиолетовый,Лен,329385.0,3.51,203249.0,-,yes,no
731,244412039,Brooks Blouse N-3823,Blouse,XXL,Зеленый,Шелк,267041.0,2.4,958793.0,-,,
1626,742840671,Brooks Blouse N-6327,Blouse,L,Зеленый,Вискоза,390378.0,2.5,525802.0,,,yes
1244,354049090,Brooks Blouse N-8321,Blouse,M,Оранжевый,Нейлон,214414.0,2.67,531174.0,,no,
2813,675900897,Brooks Blouse P-4235,Blouse,M,Фиолетовый,Вискоза,548422.0,3.61,34781.0,+,yes,
3407,857901919,Brooks Blouse X-2025,Blouse,S,Зеленый,Хлопок,489117.0,3.17,320693.0,+,,no
651,466112989,Brooks Dress A-8765,Dress,L,Желтый,Шелк,530515.0,3.77,613458.0,,yes,no
2388,826655513,Brooks Gloves A-9085,Gloves,XL,Фиолетовый,Полиэстер,867961.0,3.26,294193.0,+,,
1380,309119255,Brooks Gloves A-9278,Gloves,XXL,Зеленый,Вискоза,861533.0,1.48,58987.0,-,yes,no
2035,722647445,Brooks Gloves C-6518,Gloves,M,Оранжевый,Нейлон,388797.0,3.47,189683.0,,,
1128,154108735,Brooks Gloves E-1281,Gloves,XXL,Фиолетовый,Шерсть,479584.0,4.28,59170.0,,,
209,688891071,Brooks Gloves E-6421,Gloves,M,Голубой,Шелк,146058.0,2.92,911503.0,,,
