,id,image,title,price,bonuses,processor,camera,sim,matrix,resolution,acc,ram
422,90681,/upload/74661.jpg,"6.1"" Samsung S21 32GB",165325,1653,2x4.4,42,,IPS,,4036,
424,51258,/upload/316083.jpg,"5.0"" Nokia 176GB",418826,4188,6x1.4,,,OLED,,,6
426,65100,/upload/397701.jpg,"5.5"" OCZ 32GB",25672,256,4x4.2,,4,AMOLED,2560x1366,3499,
427,41015,/upload/214309.jpeg,"5.4"" Western Digital 48GB",203758,2037,4x4.8,107,3,OLED,1920x768,2396,14
428,60369,/upload/446462.svg,"5.4"" Western Digital 144GB",178418,1784,2x3.1,,,,,,16
429,38480,/upload/798598.png,"6.9"" Blackberry 64GB",228206,2282,8x3.0,21,4,,,2979,13
431,68578,/upload/675745.jpeg,"5.8"" Samsung 80GB",300774,3007,6x3.8,,3,IPS,,7503,14
433,26377,/upload/301998.webp,"7.0"" Sony 96GB",124725,1247,8x2.6,128,,IPS,2560x1200,7215,
434,17844,/upload/861111.svg,"5.4"" Acer 160GB",169159,1691,4x3.7,100,2,,1600x1200,,
435,12781,/upload/674137.webp,"6.2"" Sony 256GB",101161,1011,2x3.0,28,2,AMOLED,,3104,9
437,30467,/upload/875354.webp,"6.5"" Samsung Note 144GB",164587,1645,4x2.9,99,4,,1366x1080,7055,5
441,20177,/upload/60403.png,"5.5"" Corsair 80GB",394263,3942,4x3.3,48,,,1366x2160,,11
443,15262,/upload/409797.svg,"6.0"" Texas Instruments 176GB",338694,3386,4x1.3,,3,,1280x1440,,6
446,87911,/upload/895297.svg,"6.3"" MSI 144GB",443344,4433,6x1.3,90,,AMOLED,1024x1440,3461,7
448,92313,/upload/841632.svg,"7.0"" Microsoft 144GB",395253,3952,4x3.8,88,,OLED,,3252,
449,82150,/upload/365064.jpeg,"5.5"" Texas Instruments 16GB",213280,2132,4x1.6,77,,OLED,,2936,3
450,52582,/upload/114062.png,"5.0"" Samsung 192GB",197453,1974,4x1.7,75,3,,1920x1080,3444,
452,28471,/upload/784534.svg,"6.4"" Marvell 240GB",146430,1464,4x3.8,49,,OLED,,,9
454,98967,/upload/2617.svg,"6.7"" PNY 112GB",473369,4733,2x3.9,,,IPS,1024x2160,6343,
455,40389,/upload/873000.webp,"7.3"" Qualcomm 192GB",173689,1736,4x1.9,,,,1920x1080,,13
456,42746,/upload/475534.jpg,"5.5"" OCZ 80GB",372729,3727,6x1.8,,1,,,4585,5
458,54880,/upload/880828.jpeg,"6.5"" OCZ 80GB",117973,1179,4x2.5,,,OLED,,,2
461,39966,/upload/724041.png,"5.4"" Acer 208GB",396122,3961,8x3.9,108,,IPS,1024x1366,,6
462,10596,/upload/636666.png,"7.4"" OCZ 128GB",411465,4114,8x4.2,106,1,,1366x1200,4038,11
463,18782,/upload/975118.jpeg,"6.8"" Western Digital 80GB",388590,3885,2x1.3,47,,IPS,,,14
465,19932,/upload/833393.png,"6.7"" Toshiba 208GB",491695,4916,8x3.3,43,1,OLED,1280x768,3030,12
468,96146,/upload/278867.jpeg,"6.4"" Lenovo 240GB",471485,4714,4x2.7,,,AMOLED,,,
469,59149,/upload/936386.webp,"6.8"" Lenovo 16GB",308742,3087,6x5.0,,2,IPS,,4680,
470,60819,/upload/727875.svg,"6.9"" Sony 112GB",166982,1669,4x1.2,119,1,,2560x1200,5178,4
471,71465,/upload/913685.svg,"5.4"" AMD 208GB",277243,2772,4x1.2,60,,,,,
472,30747,/upload/394410.webp,"5.3"" Gigabyte 16GB",243426,2434,8x1.7,,2,,,7331,7
474,91376,/upload/413656.svg,"7.2"" MSI 48GB",495316,4953,4x5.0,59,4,OLED,1280x2160,4664,9
475,36520,/upload/768580.jpg,"5.7"" iPhone 12 32GB",443128,4431,2x1.4,,3,,1366x1366,,
477,16276,/upload/683523.jpg,"7.3"" Asus 176GB",124007,1240,4x2.5,23,4,,1280x2160,5474,7
479,39118,/upload/496334.webp,"5.6"" OPPO 96GB",477435,4774,8x1.6,46,,,,,
480,38954,/upload/226574.jpeg,"6.3"" Toshiba 80GB",433431,4334,8x3.5,104,,IPS,1920x1200,7381,13
482,64165,/upload/228662.jpeg,"6.2"" Dell 224GB",116561,1165,6x2.0,60,2,,2560x768,6688,9
483,59214,/upload/529004.jpeg,"7.1"" Seagate 224GB",499545,4995,4x1.7,,,OLED,2560x1366,3027,7
484,20599,/upload/656885.jpeg,"5.7"" Nokia 112GB",451519,4515,6x2.9,66,,,2560x2160,,
485,35691,/upload/242262.webp,"5.7"" LG 144GB",228005,2280,6x5.0,,,,2560x1200,2578,
486,61421,/upload/528191.png,"7.4"" Microsoft 176GB",484543,4845,8x4.8,80,,,1920x1366,4820,9
487,89185,/upload/187958.png,"7.5"" Huawei P 16GB",141548,1415,8x4.4,44,3,,1600x1200,6984,
489,17234,/upload/221431.webp,"5.1"" Sony 224GB",328629,3286,2x1.9,44,,,1366x768,5678,
491,37878,/upload/639675.png,"7.3"" Micron 32GB",481954,4819,2x4.7,19,2,,1280x768,,
492,70789,/upload/494723.svg,"5.0"" Apple 96GB",377431,3774,6x2.1,33,,AMOLED,1366x1080,,13
493,22180,/upload/913975.jpg,"7.5"" OCZ 240GB",100479,1004,6x1.2,,,IPS,,,9
496,69872,/upload/246395.jpeg,"6.3"" Kingston 128GB",337939,3379,6x1.7,17,2,AMOLED,1366x1440,3400,4
497,48642,/upload/283949.jpeg,"6.2"" OPPO 16GB",463180,4631,4x1.8,50,1,IPS,1280x1200,,
498,25455,/upload/882151.jpeg,"5.4"" Corsair 48GB",428913,4289,4x4.2,,4,,1920x1366,6862,12
500,44208,/upload/376518.png,"7.2"" Marvell 144GB",467578,4675,6x1.1,,,,,2144,2
501,95937,/upload/666967.png,"5.1"" Dell 80GB",416639,4166,4x4.5,116,4,,1280x1080,6102,2
502,86169,/upload/448853.svg,"7.3"" OCZ 224GB",80641,806,2x2.0,,3,OLED,,,12
504,99060,/upload/973664.svg,"5.5"" Xiaomi Mi 96GB",254501,2545,2x4.0,80,3,IPS,1280x1200,,5
508,65040,/upload/583634.jpeg,"6.0"" Texas Instruments 256GB",99176,991,2x3.7,71,,OLED,2560x768,5590,8
509,63563,/upload/102985.jpg,"5.8"" Toshiba 176GB",102963,1029,6x1.0,,,IPS,,6053,9
510,60110,/upload/977740.jpg,"6.1"" Apple 176GB",236953,2369,2x3.7,,,OLED,1600x1440,7636,
511,77785,/upload/489995.png,"7.1"" Asus 224GB",36692,366,6x2.9,90,1,IPS,1280x1080,7231,
514,76392,/upload/171.jpeg,"6.0"" Micron 32GB",394401,3944,8x1.6,,2,,,2936,
517,30888,/upload/872564.svg,"6.0"" iPhone 12 48GB",113599,1135,6x1.5,37,,,,,
518,84358,/upload/717278.webp,"6.0"" Lenovo 256GB",356100,3561,8x2.3,,2,IPS,1024x1200,6443,
519,91567,/upload/519616.jpeg,"5.2"" AMD 48GB",12622,126,2x4.2,40,2,,,,
522,51618,/upload/817019.webp,"6.3"" Samsung S21 176GB",408874,4088,8x2.1,30,1,,1600x1200,,11
524,90923,/upload/63098.jpg,"7.3"" Western Digital 96GB",292681,2926,8x3.6,,,IPS,,2475,8
526,80999,/upload/438412.png,"6.2"" Samsung S21 128GB",199955,1999,4x2.9,,3,AMOLED,1920x768,,6
527,16494,/upload/822249.webp,"7.0"" Motorola 16GB",467330,4673,8x2.2,,,IPS,,5011,
528,62008,/upload/358028.webp,"6.9"" MSI 144GB",482139,4821,8x4.4,120,,,,,10
529,66203,/upload/166509.jpg,"5.9"" iPhone 13 176GB",262609,2626,4x4.6,,3,OLED,1280x768,6807,
530,65300,/upload/261055.jpg,"5.4"" Dell 32GB",388157,3881,6x1.0,,,OLED,,2897,
531,36448,/upload/683632.jpg,"6.6"" VIVO 192GB",420184,4201,6x2.4,,2,,1600x768,7626,5
532,73516,/upload/518718.jpeg,"5.9"" Gigabyte 64GB",161512,1615,4x3.8,,4,,1366x768,,5
533,23418,/upload/785786.png,"6.1"" Qualcomm 32GB",304350,3043,2x2.2,40,3,IPS,1280x1080,,6
534,91353,/upload/177015.jpeg,"6.9"" Broadcom 176GB",182466,1824,6x4.1,,,OLED,1600x1080,3918,11
538,59147,/upload/842515.svg,"7.3"" Dell 256GB",232752,2327,2x1.0,126,,AMOLED,1024x1200,,16
539,87235,/upload/843031.svg,"5.8"" Google Pixel 256GB",269098,2690,2x4.8,,,AMOLED,,,2
541,21998,/upload/978473.png,"7.5"" Gigabyte 256GB",319928,3199,8x1.4,36,4,AMOLED,1920x1080,5193,10
542,12839,/upload/815540.webp,"6.6"" Intel 224GB",211080,2110,4x4.0,,1,IPS,1280x1200,,2
543,41360,/upload/327725.jpg,"6.8"" Broadcom 64GB",291667,2916,2x2.7,79,4,IPS,,,13
548,93596,/upload/148973.webp,"5.2"" Xiaomi Mi 32GB",18138,181,2x2.0,,,,1366x1440,6317,12
549,71436,/upload/199019.png,"7.3"" Intel 208GB",99604,996,4x3.0,71,1,OLED,,,10
550,18895,/upload/284829.png,"5.0"" Dell 128GB",351051,3510,2x3.8,69,,OLED,1024x1366,7982,9
551,94037,/upload/984827.jpeg,"6.2"" Motorola 208GB",423222,4232,2x2.3,,2,OLED,,,
553,84082,/upload/652004.jpg,"6.6"" Apple 96GB",396890,3968,2x4.1,,,IPS,1920x2160,7380,11
554,21804,/upload/123819.jpeg,"7.0"" Google Pixel 144GB",229905,2299,8x1.1,,,OLED,,2627,
555,40981,/upload/730440.png,"5.8"" PNY 96GB",63495,634,2x3.8,,4,,1600x1366,,11
564,85689,/upload/358385.png,"7.5"" Huawei P 144GB",305477,3054,8x3.0,83,,IPS,1366x1200,,
565,72659,/upload/848925.svg,"7.3"" Toshiba 64GB",186333,1863,8x3.7,,2,AMOLED,,3953,4
566,88957,/upload/28868.jpeg,"5.6"" ZTE 208GB",76634,766,2x2.4,,4,OLED,1366x1200,2275,7
567,59719,/upload/406389.svg,"5.2"" Plextor 48GB",396323,3963,2x2.4,64,1,,,4223,
568,91028,/upload/631341.png,"7.0"" IBM 16GB",483344,4833,4x1.9,,4,,1280x1080,6254,
571,19244,/upload/331113.jpg,"5.1"" Microsoft 240GB",492813,4928,6x2.2,127,4,,1366x2160,,14
572,10447,/upload/592885.jpg,"5.8"" PNY 160GB",269933,2699,8x3.0,,,,,7057,4
573,70808,/upload/350474.svg,"6.8"" Blackberry 192GB",413617,4136,8x2.5,126,4,,1024x1440,,
576,88030,/upload/100023.jpeg,"6.1"" Transcend 144GB",387656,3876,2x2.5,91,4,OLED,,3234,
577,69808,/upload/15872.jpeg,"7.4"" Microsoft 224GB",66324,663,4x4.2,,1,,2560x2160,3897,10
579,68830,/upload/888178.webp,"5.6"" iPhone 12 192GB",68940,689,4x4.4,96,,AMOLED,1366x1366,,
580,21875,/upload/789712.svg,"5.9"" Kingston 256GB",72579,725,6x4.4,51,,IPS,1600x768,2352,2
582,87212,/upload/227759.svg,"5.8"" MSI 256GB",292334,2923,2x3.1,,3,,1280x1366,,
584,46073,/upload/693589.png,"6.1"" Nokia 128GB",473231,4732,2x3.9,114,,,1024x1440,6468,
588,51523,/upload/286320.svg,"5.3"" NVIDIA 48GB",424342,4243,8x1.9,36,3,IPS,2560x2160,6868,
589,48173,/upload/766972.png,"6.8"" Seagate 80GB",483898,4838,2x4.0,103,3,,,,
590,62937,/upload/123184.svg,"5.3"" iPhone 13 32GB",311563,3115,2x1.6,69,,AMOLED,,,10
592,92307,/upload/345187.png,"5.8"" Nokia 144GB",18633,186,4x1.7,52,4,OLED,2560x1440,2464,12
593,88331,/upload/174627.png,"7.3"" Samsung 16GB",356082,3560,2x3.5,33,,,,,11
594,57039,/upload/280026.png,"5.2"" MSI 208GB",442148,4421,8x3.1,,,OLED,1600x1366,,6
596,33745,/upload/400452.png,"5.1"" Marvell 64GB",374405,3744,2x5.0,,3,,,,11
598,68878,/upload/655775.jpg,"6.3"" Lenovo 112GB",421120,4211,2x2.1,,3,,1920x1366,,5
600,63150,/upload/547886.jpeg,"6.5"" SanDisk 192GB",118942,1189,4x1.8,74,4,,1920x1366,5232,3
601,39609,/upload/883610.jpeg,"5.4"" iPhone 12 128GB",78472,784,6x4.8,58,,AMOLED,1600x1200,,
602,29548,/upload/72296.jpeg,"7.5"" Toshiba 80GB",347618,3476,8x1.9,,2,AMOLED,,5685,7
603,74792,/upload/613343.webp,"5.3"" Texas Instruments 112GB",226857,2268,6x3.7,,4,,,4926,
604,18624,/upload/429616.jpg,"5.0"" iPhone 12 96GB",389637,3896,4x3.0,17,4,IPS,1366x2160,2100,8
605,96505,/upload/945364.svg,"5.9"" IBM 112GB",446725,4467,2x1.2,20,4,IPS,1920x1200,7940,14
606,61218,/upload/619013.webp,"5.1"" Hewlett-Packard 144GB",236093,2360,6x3.2,33,3,OLED,1366x1080,,
607,75797,/upload/286780.svg,"5.2"" LG 112GB",321936,3219,8x2.2,124,1,IPS,1366x1440,7797,
609,56769,/upload/257376.webp,"5.0"" Dell 256GB",228123,2281,8x4.7,21,4,,2560x768,,
610,73287,/upload/608419.webp,"7.4"" Toshiba 176GB",56834,568,2x4.9,72,4,,,,
611,92278,/upload/577492.jpeg,"6.6"" Samsung Note 144GB",458118,4581,8x1.6,48,,AMOLED,,2280,3
612,43934,/upload/958671.svg,"5.0"" HTC 80GB",276303,2763,2x2.3,107,,,1280x2160,5143,14
613,90797,/upload/427793.png,"5.4"" Gigabyte 96GB",247766,2477,8x2.2,27,2,IPS,1024x1366,,
616,42370,/upload/830478.webp,"7.0"" Micron 64GB",65598,655,2x1.2,17,,OLED,1600x1200,2203,2
617,76124,/upload/840764.svg,"5.8"" Asus 160GB",251253,2512,4x3.1,61,,IPS,,3736,5
620,24680,/upload/915218.jpg,"6.7"" Samsung Note 240GB",307937,3079,2x2.9,40,,AMOLED,1024x2160,,14
622,52820,/upload/424480.jpg,"7.4"" Alcatel 64GB",406836,4068,2x2.8,62,3,OLED,,6659,
624,14338,/upload/195096.svg,"5.1"" Toshiba 256GB",435766,4357,6x1.9,100,,OLED,2560x768,,
625,42877,/upload/738729.jpeg,"6.8"" AMD 16GB",124557,1245,4x1.8,92,,OLED,1280x1200,5718,4
626,70221,/upload/715400.jpg,"6.9"" Xilinx 128GB",455787,4557,2x3.2,40,,AMOLED,1600x768,,3
627,47913,/upload/131313.png,"6.8"" ZTE 32GB",499732,4997,4x2.6,,,,,6028,
628,47032,/upload/853746.jpg,"5.0"" Xiaomi Mi 256GB",413676,4136,2x4.5,125,1,OLED,,,11
630,60206,/upload/149322.svg,"7.1"" LaCie 240GB",482592,4825,6x4.0,116,3,AMOLED,,,9
631,28262,/upload/721142.jpeg,"5.1"" iPhone X 176GB",189701,1897,8x1.4,,2,OLED,,,
632,28459,/upload/634552.svg,"6.6"" Gigabyte 96GB",390310,3903,2x2.8,74,1,IPS,1280x1080,3264,5
633,22333,/upload/43537.png,"7.2"" Blackberry 144GB",99548,995,4x1.2,114,1,,1920x1366,,14
636,37661,/upload/470461.svg,"5.5"" VIVO 96GB",144127,1441,4x1.3,,,,,4744,13
638,90829,/upload/754539.svg,"7.5"" Silicon Power 160GB",369160,3691,4x4.8,,3,OLED,,2749,
639,21351,/upload/480763.jpg,"5.1"" Transcend 224GB",255176,2551,4x4.7,70,4,,1600x1080,6497,15
640,75573,/upload/510262.png,"6.1"" Samsung 224GB",85432,854,6x4.9,,,IPS,1920x1200,4398,11
641,11116,/upload/466980.svg,"6.6"" Kingston 128GB",218500,2185,2x4.0,125,4,OLED,,4557,6
643,94398,/upload/555672.jpg,"6.9"" Blackberry 256GB",369734,3697,2x2.8,21,,OLED,1366x1440,7191,4
644,69977,/upload/68484.jpg,"7.1"" Hewlett-Packard 128GB",283022,2830,8x4.9,,2,,,2024,
646,34316,/upload/743855.png,"7.0"" Apple 256GB",255067,2550,6x2.8,24,,IPS,,6228,
647,31778,/upload/711112.jpg,"5.4"" LaCie 128GB",382621,3826,2x4.5,75,4,OLED,1024x1080,,16
648,79937,/upload/849946.jpg,"7.4"" OCZ 240GB",349486,3494,6x1.4,56,1,,2560x2160,,
649,90040,/upload/768072.webp,"5.9"" Microsoft 128GB",23036,230,2x2.4,110,,OLED,2560x1200,,
650,64464,/upload/622744.jpg,"5.9"" Toshiba 112GB",203169,2031,8x2.8,,3,,,6253,3
654,79082,/upload/438790.svg,"6.9"" MSI 112GB",360037,3600,4x2.7,113,,,,,
656,24973,/upload/367838.jpeg,"6.6"" OPPO 224GB",313713,3137,4x5.0,35,1,,1920x1200,6294,
658,26183,/upload/648341.jpg,"5.9"" Seagate 32GB",434253,4342,8x1.2,,,,1024x1200,7119,11
660,81212,/upload/384390.svg,"5.7"" Xiaomi Mi 64GB",352771,3527,4x3.2,22,1,OLED,,,2
661,51307,/upload/885669.png,"6.8"" Motorola 128GB",127852,1278,2x4.6,,3,AMOLED,,,10
662,77028,/upload/306839.png,"6.7"" Seagate 96GB",228114,2281,8x2.1,,2,AMOLED,,2914,
663,86471,/upload/648310.svg,"5.5"" HTC 192GB",87549,875,6x2.3,,1,,,3008,9
665,25313,/upload/609402.jpeg,"5.6"" ARM 128GB",111473,1114,6x3.6,68,,AMOLED,1600x1080,3850,2
666,72607,/upload/849563.jpeg,"5.4"" Dell 128GB",445429,4454,6x4.1,,3,IPS,1600x1080,,3
669,17265,/upload/313464.jpeg,"7.0"" Silicon Power 64GB",338951,3389,4x1.0,,,OLED,,3661,
670,83999,/upload/538146.jpg,"6.5"" iPhone 12 112GB",261934,2619,6x4.5,111,3,AMOLED,,2815,5
671,73962,/upload/564728.svg,"5.8"" Silicon Power 96GB",45809,458,4x1.1,48,,IPS,1024x2160,2238,
673,90365,/upload/852952.webp,"7.4"" PNY 64GB",151048,1510,8x4.4,75,3,IPS,,,4
675,59310,/upload/384694.png,"5.8"" ASUS 208GB",467481,4674,2x1.7,,1,,2560x1366,,10
676,49963,/upload/429544.png,"5.6"" Samsung Note 64GB",116399,1163,4x4.2,,,OLED,1366x2160,,
677,88482,/upload/97137.jpg,"7.4"" Qualcomm 192GB",464813,4648,2x3.6,48,1,IPS,,2307,12
679,99777,/upload/316610.png,"5.6"" Gigabyte 16GB",25389,253,4x3.5,96,4,IPS,1366x1080,4532,10
680,33655,/upload/811822.jpg,"5.7"" Toshiba 240GB",101139,1011,6x1.4,,3,AMOLED,1920x1080,4627,14
682,88471,/upload/69823.webp,"5.2"" Acer 64GB",360880,3608,2x1.5,62,,AMOLED,,7582,14
684,92769,/upload/450414.jpg,"7.4"" Broadcom 192GB",445906,4459,8x2.6,39,,,,,2
688,42510,/upload/120590.png,"7.0"" SanDisk 256GB",386273,3862,4x1.9,,4,AMOLED,1366x1366,,6
689,49548,/upload/330051.svg,"5.7"" Samsung 32GB",213394,2133,4x2.9,68,4,,1024x768,7244,5
690,17792,/upload/762856.jpeg,"5.8"" Sony 128GB",393581,3935,2x1.2,,4,,,5889,4
695,76763,/upload/423575.svg,"5.7"" Seagate 96GB",165776,1657,2x3.8,84,3,AMOLED,,3092,
697,25908,/upload/358209.svg,"5.9"" Dell 128GB",292576,2925,6x4.3,36,,,1600x768,,
698,84848,/upload/778358.jpg,"6.7"" LG 16GB",162048,1620,8x1.0,82,3,IPS,1600x1440,2204,2
699,35676,/upload/686685.jpg,"6.3"" Qualcomm 160GB",388220,3882,8x3.0,39,4,AMOLED,,,15
700,87914,/upload/636564.svg,"5.1"" Western Digital 80GB",351454,3514,4x1.8,,1,AMOLED,1600x2160,,9
701,13018,/upload/614575.webp,"5.8"" PNY 112GB",208746,2087,6x1.1,112,3,,1600x1366,5925,8
703,27627,/upload/496352.jpeg,"6.8"" Xilinx 48GB",255278,2552,6x3.0,57,1,,2560x768,6954,
704,34292,/upload/389453.svg,"5.9"" Dell 208GB",242705,2427,4x4.8,72,,,1920x1200,,10
705,30737,/upload/39366.png,"5.5"" Dell 208GB",395276,3952,6x3.0,,,AMOLED,,,16
709,13184,/upload/167233.jpg,"6.6"" Lenovo 240GB",327328,3273,6x4.0,71,,,,6625,9
710,30557,/upload/584764.png,"7.1"" ASUS 96GB",242812,2428,6x1.1,,,OLED,,5585,4
711,39976,/upload/177808.jpg,"6.5"" Silicon Power 224GB",332739,3327,6x3.4,128,,,2560x2160,5657,3
715,27406,/upload/884553.svg,"5.7"" Asus 240GB",470891,4708,2x1.5,96,,AMOLED,1600x2160,,
716,65683,/upload/798548.jpg,"6.8"" HGST 128GB",272169,2721,8x1.3,,,AMOLED,,,
717,22587,/upload/54009.png,"6.0"" Sony 80GB",58790,587,6x4.7,65,,,1024x2160,6143,2
729,82861,/upload/381112.svg,"6.1"" ASUS 112GB",179091,1790,6x1.0,69,,,1024x1200,3022,9
730,65028,/upload/963079.jpeg,"6.6"" iPhone 12 192GB",195332,1953,2x2.9,29,,IPS,1600x768,3031,16
731,60142,/upload/987437.jpeg,"6.5"" Google Pixel 64GB",422651,4226,4x3.6,70,3,,1920x1080,,
732,23201,/upload/127952.jpeg,"7.1"" Plextor 176GB",455958,4559,2x3.2,55,,IPS,2560x768,2963,
736,22617,/upload/431806.jpeg,"7.1"" ARM 192GB",249055,2490,6x2.4,,,AMOLED,1024x2160,6201,
737,65508,/upload/678948.svg,"5.8"" Gigabyte 144GB",41520,415,6x1.7,107,,IPS,1024x1200,2533,15
738,46975,/upload/952508.svg,"6.6"" LG 96GB",202487,2024,2x4.3,,1,,2560x2160,7077,
739,29835,/upload/141475.png,"7.0"" Transcend 96GB",430973,4309,2x2.7,110,2,AMOLED,,6266,
740,35256,/upload/825456.webp,"5.1"" SanDisk 192GB",459449,4594,8x3.0,,,OLED,1366x1366,,13
741,73064,/upload/688545.png,"6.2"" Marvell 160GB",16940,169,2x2.9,36,4,IPS,1920x1200,,
743,97816,/upload/519800.jpeg,"5.7"" Lenovo 208GB",360287,3602,8x3.2,107,,,1920x1080,7512,
747,48398,/upload/334675.svg,"7.5"" Transcend 48GB",350604,3506,4x3.5,,2,,,4322,
748,59038,/upload/935895.jpeg,"5.1"" VIVO 208GB",289213,2892,4x4.8,,2,OLED,1280x1200,,12
754,21268,/upload/109680.png,"5.1"" VIVO 224GB",423726,4237,8x2.4,,,IPS,,7773,7
755,79894,/upload/149712.jpg,"6.9"" Seagate 240GB",181348,1813,6x1.6,,4,AMOLED,,3975,
756,14931,/upload/85753.png,"5.8"" Western Digital 256GB",483963,4839,6x1.8,36,,AMOLED,1600x1440,,13
758,24295,/upload/669923.jpg,"5.6"" Asus 144GB",127228,1272,8x2.3,64,,,,,3
763,82624,/upload/451699.png,"5.7"" Huawei P 208GB",406759,4067,8x3.2,,2,IPS,,,10
764,84760,/upload/700430.svg,"6.7"" ARM 32GB",341236,3412,6x2.4,78,,AMOLED,1920x1080,5374,5
765,25313,/upload/255107.jpg,"5.6"" Intel 128GB",445999,4459,2x4.9,104,2,,1024x1440,,
766,78585,/upload/958556.jpeg,"5.3"" HGST 48GB",443283,4432,6x1.2,52,,,1600x2160,6554,13
767,81972,/upload/329976.webp,"6.3"" Western Digital 192GB",405295,4052,4x2.0,,,OLED,,,
770,58378,/upload/173908.png,"7.0"" Gigabyte 48GB",161618,1616,2x1.7,44,3,OLED,1024x2160,3727,
771,37441,/upload/697441.svg,"5.1"" Samsung Note 208GB",329593,3295,4x3.2,100,2,,,6672,5
772,27003,/upload/939116.webp,"7.2"" Microsoft 128GB",387743,3877,8x2.4,,3,,,,5
773,97823,/upload/592492.png,"6.2"" Apple 80GB",478700,4787,2x3.7,,1,,,,9
774,59673,/upload/315185.svg,"6.2"" iPhone X 208GB",495737,4957,2x1.3,,,OLED,,2481,
775,64622,/upload/566098.jpeg,"6.5"" Microsoft 256GB",456438,4564,4x1.5,,,AMOLED,1280x768,7982,11
776,87665,/upload/695721.jpeg,"6.6"" Toshiba 224GB",410954,4109,6x1.4,,,IPS,,,16
777,62652,/upload/830084.png,"7.3"" Toshiba 256GB",240361,2403,8x1.2,80,2,,,,
778,35962,/upload/943335.png,"5.2"" Texas Instruments 176GB",212412,2124,8x1.7,,,,1024x1440,2271,14
779,95619,/upload/936529.png,"6.7"" iPhone 13 256GB",168157,1681,4x2.1,77,1,OLED,1024x768,,3
780,15134,/upload/390839.jpeg,"6.8"" Marvell 144GB",29300,293,4x5.0,,1,,,4658,6
781,26010,/upload/435720.svg,"5.6"" NVIDIA 144GB",252022,2520,2x3.2,89,1,,,,
782,82622,/upload/926160.png,"6.6"" Texas Instruments 160GB",76008,760,8x3.9,,1,,,3443,9
783,82467,/upload/395220.jpeg,"6.3"" Sony 96GB",47957,479,4x2.8,127,1,,,,
784,84218,/upload/964567.jpg,"5.5"" ARM 96GB",172299,1722,2x3.5,,3,OLED,1920x768,,12
785,15584,/upload/608452.jpeg,"6.8"" Micron 256GB",408241,4082,8x4.3,85,3,OLED,1366x1200,,14
786,93723,/upload/523702.svg,"5.6"" HGST 48GB",343390,3433,2x1.0,,3,,,,7
787,89983,/upload/882811.svg,"5.1"" Alcatel 176GB",125487,1254,8x4.7,25,3,IPS,1366x1200,6107,
788,61459,/upload/356809.webp,"6.2"" IBM 160GB",32781,327,8x1.7,91,3,IPS,2560x1200,,8
789,79289,/upload/523601.svg,"5.0"" SanDisk 80GB",322918,3229,2x4.4,,2,,2560x768,2169,
791,60520,/upload/44686.jpg,"6.5"" OPPO 64GB",431677,4316,8x4.6,68,,IPS,1366x1440,2416,
793,94368,/upload/23507.svg,"5.1"" Xiaomi Mi 32GB",270206,2702,6x3.7,123,,IPS,1920x1200,6629,
794,15970,/upload/927738.jpeg,"6.2"" Xiaomi Mi 192GB",330265,3302,2x1.0,88,3,,,,
796,54122,/upload/316132.jpg,"6.7"" Corsair 64GB",293811,2938,2x4.9,,,IPS,,6315,
797,27809,/upload/879022.png,"5.3"" ASUS 16GB",166398,1663,2x4.1,126,,IPS,1920x1440,3055,7
799,44364,/upload/832666.webp,"6.3"" Gigabyte 176GB",269025,2690,8x1.7,79,,OLED,,2099,
800,47400,/upload/856814.webp,"7.0"" OCZ 144GB",229183,2291,4x3.1,116,,IPS,1600x1366,4682,
801,84061,/upload/865510.svg,"6.4"" MSI 112GB",318640,3186,4x3.2,,3,IPS,,,
803,95822,/upload/438391.jpg,"5.2"" Samsung 176GB",313386,3133,4x2.4,104,,,,6328,7
804,28483,/upload/303469.jpeg,"7.0"" Dell 32GB",168862,1688,4x3.1,,4,,1280x1366,,
805,90860,/upload/622026.jpg,"6.0"" Samsung S21 160GB",198208,1982,6x4.2,46,3,OLED,1366x1080,2160,3
806,79734,/upload/44301.svg,"6.8"" Motorola 256GB",159478,1594,2x1.3,,,,1366x768,7184,
807,18095,/upload/539167.svg,"6.7"" LaCie 160GB",436030,4360,2x4.9,,1,IPS,,7098,
810,82720,/upload/977423.svg,"6.5"" AMD 160GB",186679,1866,4x3.2,125,,IPS,1280x2160,3643,
811,66638,/upload/276032.jpeg,"7.1"" Huawei P 224GB",265911,2659,6x4.8,47,2,AMOLED,,2898,
812,90147,/upload/321246.jpg,"6.7"" HTC 256GB",312485,3124,6x3.4,,2,,1366x1200,6230,11
813,96789,/upload/658278.jpg,"7.1"" Lenovo 224GB",428560,4285,6x4.6,49,,IPS,,4376,
814,23646,/upload/639556.jpg,"5.1"" Motorola 128GB",38433,384,4x4.2,106,,,,7205,
816,24912,/upload/556398.jpg,"6.4"" Silicon Power 192GB",150269,1502,2x3.2,,,AMOLED,1600x1366,,14
819,58532,/upload/547082.jpeg,"7.5"" VIVO 96GB",235901,2359,4x4.0,74,,OLED,,,6
820,81868,/upload/509722.jpeg,"7.2"" Texas Instruments 160GB",189536,1895,8x2.7,,,,1920x768,3170,14
822,84726,/upload/809532.jpg,"6.2"" iPhone X 16GB",283060,2830,4x3.8,,,OLED,1024x2160,,14
